Client_ID,churn_probability,expected_value_remaining,priority_score,risk_tier,value_tier,segment,recommended_action
1597-LHYNC,0.8295993,2280.0,1891.486451625824,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7055-VKGDA,0.30427215,1897.2,577.265113556385,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
0754-UKWQP,0.9607664,2300.3999999999996,2210.14696919918,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7493-TPUWZ,0.9714504,1899.6000000000001,1845.3671578645708,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1577-HKTFG,0.6293895,471.59999999999997,296.82009973526,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
8752-STIVR,0.9659842,1896.0,1831.506091117859,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4558-FANTW,0.93172145,2204.3999999999996,2053.8867619514463,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8651-ENBZX,0.37448242,1272.0,476.34164214134216,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
7623-TRNQN,0.9625845,1197.6,1152.7911918640136,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9330-IJWIO,0.981925,2408.3999999999996,2364.868195724487,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9286-DOJGF,0.6998202,1798.8000000000002,1258.836612582207,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9661-MHUMO,0.8416386,1182.0,994.8168543577194,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
1842-EZJMK,0.51479876,2281.4,1174.4618920087814,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
8079-XRJRS,0.4049438,628.25,254.4059385880828,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
8073-IJDCM,0.9339228,487.20000000000005,455.0072014331818,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
8884-ADFVN,0.9570336,2446.8,2341.669750285149,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2720-WGKHP,0.9090238,2256.0,2050.7577409744263,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2869-ADAWR,0.1108545,2143.2,237.58336234688755,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
9894-EZEWG,0.9779278,1783.1999999999998,1743.8408600807188,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7851-FLGGQ,0.7646928,1071.6,819.4447866439818,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
0637-UBJRP,0.94782966,2017.1999999999998,1911.9619977235793,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0940-OUQEC,0.8882248,1936.8000000000002,1720.313754987717,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0702-PGIBZ,0.9616732,2440.8,2347.2519468784335,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1963-VAUKV,0.3450598,489.59999999999997,168.94128398895262,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
3058-HJCUY,0.7171783,2462.3999999999996,1765.97980928421,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3259-FDWOY,0.74899226,106.0,79.39318001270294,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
0807-ZABDG,0.85898185,1322.4,1135.9175954818727,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5748-RNCJT,0.5611013,319.5,179.27187091112137,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
7739-LAXOG,0.9217131,2185.2,2014.127496242523,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9776-CLUJA,0.36694834,1627.5,597.2084174305201,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
6034-ZRYCV,0.09444181,0.0,0.0,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
2079-FBMZK,0.115045376,1662.0,191.2054151147604,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
6608-QQLVK,0.9806042,1212.0,1188.4922561645508,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3551-HUAZH,0.8794027,1785.6000000000001,1570.2614559173585,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6302-JGYRJ,0.64494866,1906.8000000000002,1229.788107419014,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3685-YLCMQ,0.21333806,1465.1000000000001,312.5615948811174,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
8634-MPHTR,0.90968055,2401.2,2184.32492544651,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8761-NSOBC,0.9198647,2413.2,2219.8175281763074,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8413-VONUO,0.9365874,2295.6000000000004,2150.030020022393,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9223-UCPVT,0.9398217,2265.6000000000004,2129.2600891113284,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4351-QLCSU,0.9062261,1320.0,1196.2184500694275,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5419-JPRRN,0.9563027,2434.8,2328.405819869042,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2100-BDNSN,0.35818663,1630.8000000000002,584.1307601094246,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
0488-GSLFR,0.91772527,1668.0,1530.7657420635223,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9318-NKNFC,0.8269571,452.40000000000003,374.11539502143864,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
9728-FTTVZ,0.9919235,1660.8000000000002,1647.386567115784,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7254-IQWOZ,0.89232004,1671.6000000000001,1491.6021736621858,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2474-BRUCM,0.883428,2444.3999999999996,2159.451348352432,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0742-NXBGR,0.9247192,1975.1999999999998,1826.505392360687,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6110-OHIHY,0.8740099,1902.0,1662.3668435811996,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5889-LFOLL,0.9617206,2030.3999999999999,1952.677477455139,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5708-EVONK,0.7772788,1307.6000000000001,1016.369733953476,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8708-XPXHZ,0.85116005,2260.8,1924.302639770508,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0616-ATFGB,0.9302316,601.2,559.2552206039429,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
7016-BPGEU,0.1339648,602.4000000000001,80.70039961338044,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
6876-ADESB,0.9636901,1174.8000000000002,1132.1431319475175,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
1963-SVUCV,0.92962545,1087.1999999999998,1010.6887909412383,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
0220-EBGCE,0.44520104,2060.3999999999996,917.2922214031217,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
2754-VDLTR,0.81521064,2284.8,1862.5932712554934,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3190-XFANI,0.36325455,2313.7999999999997,840.4983711242675,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
7551-DACSP,0.74570537,1327.1999999999998,989.7001619338988,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7235-NXZCP,0.9042402,1796.3999999999999,1624.3770790815352,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0520-FDVVT,0.5521966,2456.3999999999996,1356.415782022476,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
1444-VVSGW,0.59341925,231.3,137.2578734099865,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
5712-PTIWW,0.91333145,1916.3999999999999,1750.3083889245986,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3315-TOTBP,0.54547036,1824.0,994.937931060791,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
6661-HBGWL,0.9176286,2514.0,2306.918265938759,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1518-VOWAV,0.92930895,1791.6000000000001,1664.949916434288,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5909-ECHUI,0.9760626,1350.0,1317.6845043897629,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1309-BXVOQ,0.6887213,2546.3999999999996,1753.7599162101742,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9317-WZPGV,0.9649159,1914.0,1846.8489782810211,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2856-HYAPG,0.9833543,1647.6000000000001,1620.1744960069657,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4488-PSYCG,0.589741,486.0,286.6141219139099,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
3621-CEOVK,0.96754485,2404.8,2326.7518641471866,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6906-ANDWJ,0.9801278,1797.6000000000001,1761.8777538299562,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1031-IIDEO,0.8528092,1700.3999999999999,1450.1167479515075,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5832-XKAES,0.8747016,1675.1999999999998,1465.3001523971557,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4701-AHWMW,0.46619478,927.3499999999999,432.3257280096411,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
9210-IAHGH,0.5026911,1698.0,853.5694710016251,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
0023-XUOPT,0.87290925,2258.3999999999996,1971.3782454013822,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4592-IWTJI,0.84998405,712.8,605.868630695343,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
7632-MNYOY,0.11401526,665.4000000000001,75.86575323790314,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
6518-LGAOV,0.92078394,2520.0,2320.375521183014,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7242-QZLXF,0.4679884,607.2,284.1625574827194,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
4576-CSAJH,0.72555435,1323.6,960.3437337398528,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1000-AJSLD,0.7585526,482.40000000000003,365.92577948570255,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
1062-LHZOD,0.99061245,1677.6000000000001,1661.851441526413,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9600-NAXZN,0.8656264,2433.6000000000004,2106.588394260407,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6457-USBER,0.8683148,1939.1999999999998,1683.8360652923582,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4662-EKDPQ,0.46161702,1489.1999999999998,687.4400702834129,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
9248-OJYKK,0.86844605,1834.8000000000002,1593.4248163461687,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3398-FSHON,0.37594822,2191.2,823.777740740776,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
3319-DWOEP,0.9694294,2298.0,2227.7487008571625,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9259-PACGQ,0.76142967,1503.6,1144.8856480121613,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4415-IJZTP,0.9645145,1788.0,1724.5519151687622,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1465-VINDH,0.99239564,2450.3999999999996,2431.766274833679,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2810-FTLEM,0.8070775,1203.6,971.3985115528106,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1925-TIBLE,0.9118882,2076.0,1893.0798661708832,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0818-OCPZO,0.90947175,1954.8000000000002,1777.8353774070742,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1447-GIQMR,0.93953574,1659.6000000000001,1559.2535091876985,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0872-NXJYS,0.91083556,1909.1999999999998,1738.9672590494154,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9412-ARGBX,0.13211063,2292.0,302.7975536584854,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
1389-CXMLU,0.9657826,2185.2,2110.42809984684,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5561-NWEVX,0.54650736,1900.8000000000002,1038.8011871337892,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
2737-WFVYW,0.91122085,1086.0,989.5858415365219,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
2272-QAGFO,0.8119774,1783.1999999999998,1447.9180755615232,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9850-OWRHQ,0.9396883,1778.3999999999999,1671.1417170524596,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3768-NLUBH,0.3528322,1509.0,532.4237869977951,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
8676-TRMJS,0.6964225,1800.0,1253.5605311393738,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7359-SSBJK,0.075882204,561.6,42.615445697307585,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
0685-MLYYM,0.9490802,1698.0,1611.5382285118103,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8182-PNAGI,0.77095723,1206.0,929.7744212150574,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7957-RYHQD,0.94692713,1900.8000000000002,1799.919089126587,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2180-DXNEG,0.6638049,2304.0,1529.4064636230469,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5515-AKOAJ,0.90603495,1801.8,1632.4937664985657,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8976-OQHGT,0.7149421,1356.0,969.4614844322205,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6230-BSUXY,0.99336046,2040.0,2026.4553380012512,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5294-CDGWY,0.60749,1245.3,756.5073008716106,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
5295-PCJOO,0.715371,1185.6,848.1438726425171,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
9863-JZAIC,0.30304858,1320.0,400.0241267681122,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
7660-HDPJV,0.88823,1660.8000000000002,1475.1724267959596,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7931-PXHFC,0.6197713,1495.1999999999998,926.6820503711699,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3990-QYKBE,0.71468496,2220.0,1586.6006183624268,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4919-MOAVT,0.7310149,1671.6000000000001,1221.9645191431046,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3090-HAWSU,0.6797491,1227.6,834.4599602937698,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9820-RMCQV,0.8720915,1165.1999999999998,1016.1609833478926,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
7839-QRKXN,0.7266169,484.79999999999995,352.2638823509216,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
5204-QZXPU,0.726379,951.5999999999999,691.2222347974777,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
4597-ELFTS,0.4508573,398.4,179.62155289649962,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
8450-JOVAH,0.9196724,1360.8000000000002,1251.4902421474458,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1113-IUJYX,0.74707943,2542.8,1899.6735797166825,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9274-CNFMO,0.9825646,1798.8000000000002,1767.437253069878,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7758-XKCBS,0.86003554,712.8,613.0333319664,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
8992-JQYUN,0.93652236,1208.4,1131.6936254024506,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0617-AQNWT,0.12425133,382.8,47.563408514857294,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
2446-PLQVO,0.88176703,1687.1999999999998,1487.717340660095,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3005-NFMTA,0.6050439,1679.6,1016.231714439392,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
8784-CGILN,0.8822971,2396.3999999999996,2114.336767172813,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5389-FFVKB,0.77813226,1927.1999999999998,1499.6164911746978,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8444-WRIDW,0.8736017,482.70000000000005,421.68752853870393,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
9451-LPGOO,0.92237556,2083.2,1921.492766189575,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5868-YWPDW,0.9620567,2020.8000000000002,1944.124172115326,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2025-JKFWI,0.92493427,2376.0,2197.6438207626343,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4078-SAYYN,0.7511368,2418.0,1816.2487335205078,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9940-HPQPG,0.9753423,2202.0,2147.7036867141724,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6618-RYATB,0.9866822,1909.1999999999998,1883.7736115455625,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9079-YEXQJ,0.7104357,1999.8,1420.7292898535727,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2685-SREOM,0.88394034,2138.3999999999996,1890.2180211067196,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0402-CQAJN,0.84919655,2445.6000000000004,2076.7950905799867,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6692-UDPJC,0.94356596,2199.6000000000004,2075.4676959514622,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1273-MTETI,0.790726,2132.3999999999996,1686.1441352605816,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5480-HPRRX,0.4041411,607.2,245.39447486400607,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
0295-PPHDO,0.9690457,2290.8,2219.889886450768,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1195-OIYEJ,0.8170608,2186.3999999999996,1786.4217947959896,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5906-CVLHP,0.8554423,1299.6,1111.7327942848206,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4501-EQDRN,0.90109706,1672.8000000000002,1507.355160713196,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2990-HWIML,0.8236891,2148.0,1769.2841935157776,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7384-GHBPI,0.76076233,843.5999999999999,641.7791048526764,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
7603-USHJS,0.92424417,1770.0,1635.912172794342,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7234-FECYN,0.9121309,2432.3999999999996,2218.6671823740003,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5876-HZVZM,0.8038224,1341.6,1078.4081294059752,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1400-MMYXY,0.7317917,2541.6000000000004,1859.9217214107516,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3085-QUOZK,0.8890624,1054.8000000000002,937.7830244064332,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
3926-CUQZX,0.956031,1082.4,1034.8079808712007,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
1041-RXHRA,0.33803707,1686.0,569.9305061101913,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
1750-CSKKM,0.40827757,1328.4,542.3559255838395,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
7142-HVGBG,0.8440348,2472.0,2086.4540033340454,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8267-ZNYVZ,0.31630453,2490.0,787.5982913374901,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
6457-GIRWB,0.9174459,1664.3999999999999,1526.9969527244566,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1450-SKCVI,0.81860864,1181.6,967.2679709434509,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
5570-PTWEH,0.76403517,1803.6000000000001,1378.0138241529467,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6502-MJQAE,0.9569264,1670.3999999999999,1598.4498676300047,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7693-LCKZL,0.6008038,1923.6000000000001,1155.7061752080917,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
0032-PGELS,0.92227525,732.0,675.1054794788361,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
6797-LNAQX,0.35373136,196.6,69.5435861647129,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
6394-MFYNG,0.82510406,2577.6000000000004,2126.788219356537,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1564-NTYXF,0.24383819,1968.0,479.8735599517822,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
8155-IBNHG,0.91743225,1809.6000000000001,1660.185397052765,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0886-QGENL,0.95164144,2430.0,2312.4887001514435,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8739-WWKDU,0.94356936,2148.0,2026.7869899272919,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8685-WHQPW,0.8314157,1785.6000000000001,1484.5758968353273,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4745-LSPLO,0.8904142,492.0,438.0837757587433,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
8083-YTZES,0.95456123,1784.3999999999999,1703.319065093994,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7240-FQLHE,0.9030841,2394.0,2161.983333706856,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6664-FPDAC,0.75452703,1791.2,1351.5088203907014,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0786-VSSUD,0.36806807,936.0,344.5117127895355,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
3976-BWUCK,0.8887506,2258.3999999999996,2007.1543838024136,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3585-ISXZP,0.74568105,2295.6000000000004,1711.785412502289,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6583-QGCSI,0.888946,1937.1,1721.9772903263568,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4174-LPGTI,0.32249779,1596.0,514.7064650058746,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
2108-XWMPY,0.84362936,850.8000000000001,717.7598596572876,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
6304-IJFSQ,0.5256523,1197.6,629.5211817741393,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
0093-XWZFY,0.7279271,2508.0,1825.6411385536194,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1980-KXVPM,0.9487733,1801.1999999999998,1708.9305120706556,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7703-ZEKEF,0.8621163,1944.0,1675.9540429115295,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0723-DRCLG,0.97966754,1786.8000000000002,1750.4699682712558,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5482-NUPNA,0.564798,1449.6,818.7311771392822,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
1122-JWTJW,0.545723,1695.6000000000001,925.3279544591904,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
1699-HPSBG,0.4469663,1435.1999999999998,641.4860200881957,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
8775-CEBBJ,0.41551623,1060.8000000000002,440.77961411476144,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
6894-LFHLY,0.98236084,1818.0,1785.9320068359375,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0639-TSIQW,0.64614993,514.75,332.6056781858206,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
8361-LTMKD,0.9066513,1785.6000000000001,1618.916593551636,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7590-VHVEG,0.7933323,716.4000000000001,568.3432444810868,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
5575-GNVDE,0.039040476,1366.8000000000002,53.360522711277014,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
7795-CFOCW,0.13225554,1015.1999999999999,134.26582349538802,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
1452-KIOVK,0.3443789,2138.3999999999996,736.4198153972625,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
6713-OKOMC,0.73722285,714.0,526.3771151304245,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
6388-TABGU,0.21950687,561.5,123.25311013311148,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
9763-GRSKD,0.8281864,1198.8000000000002,992.8298476696016,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
