Client_ID,Region,Client_Location,Client_Tenure_Months,Service_Type,Support_Access,Engagement_Type,Monthly_Client_Value,Cumulative_Client_Value,Churn_Status,Churn_Flag,CLTV,Churn Reason,Client_Health_Index,Content_Quality_Score,Content_Score_Trend_30D,Guideline_Compliance_Score,Compliance_Flags,Critical_Compliance_Issues,Engagement_Score,Monthly_Engagements,Client_Meetings,Report_Views,Response_Rate,Support_Tickets,Unresolved_Support_Tickets,Avg_Resolution_Time,Days_Since_Last_Engagement,Search_Visibility_Change,Traffic_Change,noise_control_1,noise_control_2
6302-JGYRJ,California,Chico,31,DSL,Yes,One year,79.45,2587.7,Yes,1,2872,Product dissatisfaction,-0.92,,2.6,56.7,2.5,0.7,45.8,6.0,2.7,7.0,65.7,4.2,2.7,41.6,42.2,-11.2,-19.4,79.2,1.9
3685-YLCMQ,California,Dobbins,58,Fiber optic,Yes,One year,104.65,6219.6,Yes,1,5411,Service dissatisfaction,-0.129,56.6,-5.2,71.6,2.5,0.1,88.4,3.2,3.3,12.6,96.2,-0.8,0.7,15.2,26.7,4.7,-3.5,65.7,0.0
8634-MPHTR,California,Forbestown,47,Fiber optic,No,Month-to-month,100.05,4871.05,Yes,1,5166,Lack of self-service on Website,0.075,41.4,-7.1,61.4,3.4,1.4,36.8,14.9,4.9,6.5,86.7,4.6,2.4,39.2,63.2,0.6,-11.7,67.2,0.0
8761-NSOBC,California,Gridley,44,Fiber optic,Yes,Month-to-month,100.55,4398.15,Yes,1,3486,Network reliability,-2.17,71.9,-4.1,63.6,0.3,1.3,45.3,0.6,1.8,17.5,63.1,10.9,-0.4,38.5,44.4,-35.5,-8.6,58.0,0.0
8413-VONUO,California,Grimes,2,Fiber optic,No,Month-to-month,95.65,167.3,Yes,1,5332,Limited range of services,-0.165,70.2,-12.6,82.2,1.8,0.3,63.2,10.7,1.5,4.0,54.7,2.8,1.3,21.2,69.4,2.4,-11.4,73.3,2.3
9223-UCPVT,California,Orland,1,Fiber optic,No,Month-to-month,94.4,94.4,Yes,1,5764,Lack of affordable download/upload speed,1.386,73.8,-5.5,75.5,2.5,-0.7,51.3,12.8,-1.5,28.3,55.3,-0.8,1.9,48.7,37.1,1.2,3.8,64.3,6.3
4351-QLCSU,California,Quincy,1,DSL,No,Month-to-month,55.0,55.0,Yes,1,3809,Long distance charges,-0.818,36.0,-8.7,73.3,3.2,1.0,95.8,3.7,1.8,9.4,57.7,6.0,3.7,27.7,59.9,2.5,-15.7,60.8,0.3
5419-JPRRN,California,Rough And Ready,1,Fiber optic,No,Month-to-month,101.45,101.45,Yes,1,4390,Extra data charges,-0.151,44.0,1.0,64.4,0.6,2.2,43.4,2.8,4.5,9.7,64.5,1.8,2.0,43.7,33.2,8.3,-14.9,86.0,0.7
2100-BDNSN,California,Strawberry Valley,5,DSL,Yes,Month-to-month,67.95,350.3,Yes,1,3889,Price too high,0.678,70.3,1.7,81.5,-1.9,-0.1,64.8,6.5,3.7,6.7,63.0,3.0,2.6,36.4,13.9,0.9,-9.2,82.4,4.1
0488-GSLFR,California,Taylorsville,1,Fiber optic,No,Month-to-month,69.5,69.5,Yes,1,3365,Product dissatisfaction,-0.547,87.4,3.9,78.6,5.4,0.3,82.4,9.7,0.7,6.3,73.0,2.5,1.6,17.1,51.4,-9.8,-16.5,86.3,0.0
9318-NKNFC,California,Twain,1,No,No internet service,Month-to-month,18.85,18.85,Yes,1,4132,Service dissatisfaction,-0.937,53.3,-10.8,57.8,2.6,0.1,46.7,13.6,1.4,7.5,60.4,1.2,2.7,29.7,48.1,2.4,-2.7,75.0,4.3
9728-FTTVZ,California,Williams,1,Fiber optic,No,Month-to-month,69.2,69.2,Yes,1,4073,Lack of self-service on Website,-2.522,63.4,-15.6,58.1,6.3,2.2,43.5,-3.0,-0.5,6.0,49.0,6.5,3.6,33.2,45.7,1.9,-15.9,62.5,5.5
7254-IQWOZ,California,Redding,1,Fiber optic,No,Month-to-month,69.65,69.65,Yes,1,5258,Network reliability,0.206,62.1,2.5,63.9,3.4,1.3,55.4,6.4,2.4,15.5,90.9,1.9,-1.8,43.7,45.5,1.4,-0.2,76.2,7.0
2474-BRUCM,California,Redding,40,Fiber optic,No,Month-to-month,101.85,4086.3,Yes,1,2837,Don't know,-0.214,66.2,-7.9,80.0,1.1,0.4,57.0,3.2,0.9,9.3,65.5,0.2,2.5,44.4,46.7,-2.9,-18.8,75.2,2.6
0742-NXBGR,California,Adin,1,Fiber optic,No,Month-to-month,82.3,82.3,Yes,1,4278,Competitor had better devices,-1.341,74.0,-9.7,72.0,-0.9,0.5,67.1,2.4,3.4,11.7,34.9,5.4,2.2,59.3,14.2,1.4,-5.9,61.7,2.1
6110-OHIHY,California,Burney,3,Fiber optic,No,Month-to-month,79.25,267.6,Yes,1,4183,Competitor offered higher download speeds,-0.261,61.1,-15.5,74.2,1.7,-0.0,50.8,12.4,1.9,18.9,79.9,10.1,1.8,23.7,47.6,-9.5,-7.4,94.5,3.4
5889-LFOLL,California,Canby,13,Fiber optic,No,Month-to-month,84.6,1115.2,Yes,1,2659,Competitor offered more data,-0.852,53.8,-2.1,71.1,2.8,0.6,10.8,1.6,1.8,16.6,63.1,6.5,3.0,66.0,58.6,-3.7,7.2,72.0,4.7
5708-EVONK,California,Cassel,58,Fiber optic,No,Month-to-month,93.4,5435.6,Yes,1,5989,Don't know,-0.471,81.2,7.7,77.1,3.3,1.5,55.5,-1.2,0.3,14.5,57.8,3.9,0.9,47.3,10.7,-6.9,15.7,74.1,5.1
8708-XPXHZ,California,Castella,42,Fiber optic,No,Month-to-month,94.2,4186.3,Yes,1,5458,Competitor had better devices,0.473,69.8,-7.6,81.1,0.2,0.5,63.8,7.6,1.4,15.9,52.9,9.8,1.2,51.4,65.7,4.3,3.9,74.1,2.2
0616-ATFGB,California,Shasta Lake,1,DSL,No,Month-to-month,25.05,25.05,Yes,1,2119,Competitor had better devices,-1.645,70.9,0.8,64.2,3.6,2.0,50.7,4.9,-0.9,-0.2,74.8,1.1,2.3,43.8,72.9,-8.7,-1.5,77.9,0.5
7016-BPGEU,California,Dunsmuir,29,DSL,No,Month-to-month,25.1,712.85,Yes,1,2796,Competitor offered higher download speeds,0.79,62.7,0.0,72.6,2.1,-0.1,62.2,5.6,4.6,14.6,97.3,4.1,1.5,27.0,-3.0,-0.7,-2.2,68.9,0.0
6876-ADESB,California,Etna,1,DSL,No,Month-to-month,48.95,48.95,Yes,1,3913,Competitor offered higher download speeds,-1.701,74.4,-18.9,68.4,4.9,-0.7,33.4,0.6,0.1,-0.5,43.6,9.1,-0.5,32.3,41.6,-2.7,-6.0,87.2,3.2
1963-SVUCV,California,Flournoy,1,DSL,No,Month-to-month,45.3,45.3,Yes,1,5774,Competitor offered higher download speeds,-1.013,64.5,-10.9,69.8,2.4,2.9,48.2,5.0,1.5,15.9,63.5,2.2,2.8,54.0,26.4,6.0,-9.9,89.4,3.3
0220-EBGCE,California,Fort Jones,2,Fiber optic,No,Month-to-month,85.85,167.3,Yes,1,3273,Competitor offered more data,1.412,79.5,-4.5,102.0,2.1,0.4,97.8,2.9,0.2,16.7,81.3,3.0,1.6,25.9,1.5,7.8,4.4,48.9,0.0
2754-VDLTR,California,Greenview,10,Fiber optic,No,Month-to-month,95.2,930.4,Yes,1,4922,Competitor offered more data,0.726,72.2,-1.9,74.8,2.3,1.0,64.0,8.8,0.3,20.9,42.0,1.5,-0.7,29.3,34.1,7.1,-2.8,69.3,1.8
3190-XFANI,California,Happy Camp,49,Fiber optic,Yes,One year,100.6,5069.65,Yes,1,5585,Competitor offered more data,0.358,62.6,2.2,80.1,3.5,-0.0,72.4,5.2,1.6,20.4,66.8,2.5,0.2,45.9,34.1,7.7,2.0,85.4,9.1
7551-DACSP,California,Hat Creek,6,DSL,No,Month-to-month,55.3,324.25,Yes,1,3878,Competitor made better offer,-1.237,60.0,7.7,75.5,1.8,-0.1,34.0,9.6,0.6,11.3,29.4,5.5,3.5,49.9,27.9,-8.2,-2.6,77.5,6.3
7235-NXZCP,California,Hornbrook,2,Fiber optic,No,Month-to-month,74.85,156.4,Yes,1,5378,Competitor made better offer,-0.881,56.6,-14.2,86.2,-2.1,1.0,48.4,5.9,1.7,4.4,59.3,0.4,0.6,36.1,27.1,-3.0,-4.7,59.0,8.1
0520-FDVVT,California,Lewiston,35,Fiber optic,No,One year,102.35,3626.1,Yes,1,2473,Price too high,0.148,79.0,-4.7,68.2,1.8,-0.9,44.5,5.6,5.1,-4.1,102.4,1.2,3.3,35.3,33.3,-2.2,0.5,67.3,4.4
1444-VVSGW,California,Los Molinos,70,Fiber optic,Yes,One year,115.65,7968.85,Yes,1,5563,Product dissatisfaction,0.455,66.7,-6.7,91.0,1.6,0.3,83.4,5.8,-1.1,16.2,44.9,3.2,-0.1,35.6,38.0,-0.3,17.1,90.2,6.7
5712-PTIWW,California,Mcarthur,2,Fiber optic,Yes,Month-to-month,79.85,152.45,Yes,1,3280,Service dissatisfaction,-0.387,46.7,-11.7,72.7,0.7,1.5,31.7,-2.4,3.2,9.1,92.7,0.0,2.9,37.0,22.6,-5.9,-4.5,52.9,0.0
3315-TOTBP,California,Mill Creek,15,Fiber optic,No,Month-to-month,76.0,1130.85,Yes,1,4938,Lack of self-service on Website,-0.32,44.8,-2.0,99.5,0.1,1.1,63.1,5.0,2.5,16.1,91.6,3.0,0.3,50.0,38.2,-4.1,4.2,73.5,5.4
6661-HBGWL,California,Mineral,42,Fiber optic,No,Month-to-month,104.75,4323.45,Yes,1,2984,Network reliability,-0.295,44.4,-2.6,78.2,1.5,0.9,62.7,4.7,0.7,15.4,63.2,0.5,2.6,42.1,46.6,-5.0,-5.4,70.9,3.4
1518-VOWAV,California,Montague,9,DSL,No,Month-to-month,74.65,703.55,Yes,1,5900,Limited range of services,-1.684,65.0,-19.2,56.7,3.2,2.4,51.7,3.5,0.2,11.3,62.7,1.8,2.6,38.8,64.4,-13.0,-1.3,67.3,5.3
5909-ECHUI,California,Oak Run,1,DSL,No,Month-to-month,56.25,56.25,Yes,1,3065,Lack of affordable download/upload speed,-0.877,48.1,-4.1,70.3,3.0,1.1,15.6,3.8,3.1,10.8,55.1,6.3,2.2,54.0,46.7,-24.3,3.9,68.2,2.3
1309-BXVOQ,California,Old Station,21,Fiber optic,Yes,Month-to-month,106.1,2249.95,Yes,1,3584,Long distance charges,0.692,74.0,-8.2,91.9,-1.8,-1.0,32.0,12.8,2.1,1.3,62.5,3.2,-0.3,23.8,31.6,0.7,10.8,79.6,0.0
9317-WZPGV,California,Paskenta,2,Fiber optic,No,Month-to-month,79.75,159.4,Yes,1,4038,Extra data charges,-1.666,59.3,-6.3,69.9,0.5,1.0,49.3,2.3,0.4,16.0,57.8,4.5,2.2,41.3,43.5,5.3,-0.6,80.3,0.4
2856-HYAPG,California,Platina,1,Fiber optic,No,Month-to-month,68.65,68.65,Yes,1,3052,Price too high,-0.571,62.8,5.5,72.9,4.5,2.2,40.5,1.7,-0.2,1.1,49.2,3.1,0.7,34.5,31.6,0.6,7.5,75.9,6.8
4488-PSYCG,California,Seiad Valley,16,No,No internet service,Month-to-month,20.25,327.45,Yes,1,4327,Product dissatisfaction,-1.051,66.3,-1.5,78.7,2.6,0.7,41.5,-2.3,-0.1,4.1,66.0,5.2,0.8,34.9,46.0,-6.4,-15.7,79.5,0.0
3621-CEOVK,California,Trinity Center,14,Fiber optic,No,Month-to-month,100.2,1369.8,Yes,1,3369,Service dissatisfaction,-0.194,67.5,-1.1,71.5,2.4,2.1,51.2,3.9,-0.2,8.5,64.6,2.7,3.2,31.7,37.6,-13.0,-13.4,70.3,3.0
6906-ANDWJ,California,Vina,15,Fiber optic,No,Month-to-month,74.9,1107.25,Yes,1,2510,Lack of self-service on Website,-0.655,30.6,-7.3,71.0,0.6,1.6,37.8,0.8,2.9,9.8,43.9,2.5,5.5,49.1,47.0,-10.9,8.0,88.6,1.3
1031-IIDEO,California,Sierra City,1,Fiber optic,No,Month-to-month,70.85,70.85,Yes,1,2874,Network reliability,0.988,68.2,1.5,70.3,1.6,0.1,46.9,2.4,1.1,11.4,82.9,5.0,-0.1,30.6,12.5,-13.2,-7.3,80.7,5.4
5832-XKAES,California,Sierraville,2,Fiber optic,No,Month-to-month,69.8,134.7,Yes,1,2320,Don't know,0.087,72.3,2.4,93.4,1.6,-0.2,60.0,4.9,-0.0,7.6,77.5,2.1,1.9,54.6,45.1,1.7,0.1,65.2,0.0
4701-AHWMW,California,Susanville,55,DSL,Yes,Month-to-month,54.55,2978.3,Yes,1,6041,Attitude of service provider,-1.142,80.2,-1.7,59.0,2.0,1.2,20.7,8.7,1.5,14.1,75.9,7.5,3.2,34.0,16.2,-11.9,5.4,78.0,0.2
9210-IAHGH,California,Wendel,7,DSL,Yes,Month-to-month,70.75,450.8,Yes,1,2248,Attitude of support person,0.362,88.9,-1.4,78.9,-0.3,1.5,53.9,10.3,0.7,2.8,59.8,2.0,0.4,25.8,43.7,8.3,-2.8,84.6,0.0
0023-XUOPT,California,Carnelian Bay,13,Fiber optic,No,Month-to-month,94.1,1215.6,Yes,1,2973,Don't know,-1.03,44.8,-3.1,76.4,1.5,-0.3,41.3,-0.8,3.7,5.8,75.1,6.1,0.8,24.1,38.8,-23.7,-11.4,74.5,0.3
4592-IWTJI,California,Homewood,3,DSL,No,Month-to-month,29.7,91.7,Yes,1,2613,Attitude of support person,-0.919,57.5,-13.5,71.9,6.0,1.0,52.4,4.7,1.4,-5.7,94.0,4.9,1.9,23.5,21.4,-9.1,-17.2,60.5,4.4
7632-MNYOY,California,Tahoe Vista,66,Fiber optic,Yes,One year,110.9,7432.05,Yes,1,4389,Attitude of service provider,0.684,51.6,-5.0,65.9,1.3,-1.1,102.5,8.8,2.6,5.7,70.1,4.2,1.1,22.2,8.5,8.3,3.9,50.2,0.0
6518-LGAOV,California,South Lake Tahoe,38,Fiber optic,Yes,Month-to-month,105.0,4026.4,Yes,1,2341,Attitude of service provider,-0.499,82.2,1.8,63.8,3.9,0.5,40.1,7.5,1.9,-0.9,63.9,4.6,-1.6,27.4,48.2,-13.9,-2.6,79.8,0.0
7242-QZLXF,California,Truckee,1,DSL,No,Month-to-month,25.3,25.3,Yes,1,5421,Attitude of service provider,0.441,81.2,5.4,82.7,1.7,-0.7,69.1,13.1,3.0,17.5,78.9,4.7,1.5,25.7,33.0,-11.0,15.6,59.0,0.0
4576-CSAJH,California,Los Angeles,22,DSL,Yes,One year,55.15,1193.05,Yes,1,5866,Attitude of support person,-0.655,67.4,-2.9,65.3,2.2,1.2,58.2,0.3,2.6,11.0,26.4,7.3,2.8,39.7,43.3,-8.8,-0.4,62.0,1.1
1000-AJSLD,California,Los Angeles,1,No,No internet service,Month-to-month,20.1,20.1,Yes,1,4389,Competitor made better offer,-0.972,63.4,5.9,51.1,1.9,0.4,61.4,0.9,1.3,3.2,37.1,2.5,2.5,29.6,38.8,-14.2,9.0,62.4,0.5
1062-LHZOD,California,Los Angeles,1,Fiber optic,No,Month-to-month,69.9,69.9,Yes,1,2100,Moved,-1.007,77.8,-1.0,75.6,5.1,1.8,48.7,1.7,-0.3,-13.6,49.9,7.7,1.6,59.4,35.1,-8.6,5.2,60.3,2.4
9600-NAXZN,California,Los Angeles,43,Fiber optic,No,Month-to-month,101.4,4528.0,Yes,1,3370,Moved,-0.616,77.9,-5.1,64.6,3.3,0.4,78.0,6.5,1.2,-0.9,55.8,3.4,-0.2,36.4,41.4,-22.2,3.9,67.9,4.3
6457-USBER,California,Los Angeles,1,Fiber optic,No,Month-to-month,80.8,80.8,Yes,1,4424,Moved,0.634,84.0,-8.5,84.6,0.6,-0.0,74.9,-3.9,2.3,5.1,71.1,-1.0,1.7,41.3,28.5,9.4,-8.1,73.0,0.0
4662-EKDPQ,California,Los Angeles,2,DSL,No,Month-to-month,62.05,118.3,Yes,1,5344,Competitor had better devices,0.202,73.3,8.9,74.5,1.5,-0.6,72.1,5.4,-0.7,9.2,70.8,4.9,0.3,23.2,18.9,4.8,13.3,63.2,3.2
9248-OJYKK,California,Los Angeles,1,Fiber optic,No,Month-to-month,76.45,76.45,Yes,1,3763,Competitor offered higher download speeds,1.206,,7.0,78.1,3.2,0.6,45.5,0.8,-0.9,19.5,50.9,4.3,0.4,24.2,-5.7,-2.7,-4.5,61.7,1.3
3398-FSHON,California,Los Angeles,12,Fiber optic,No,Month-to-month,91.3,1094.5,Yes,1,4703,Competitor offered more data,1.808,85.7,15.9,83.5,-3.4,0.5,74.0,8.9,0.9,5.6,95.2,3.1,0.5,29.7,7.0,-11.2,2.2,67.6,2.9
3319-DWOEP,California,Los Angeles,6,Fiber optic,No,Month-to-month,95.75,573.75,Yes,1,5750,Competitor made better offer,-1.321,69.4,9.7,59.1,3.6,1.7,41.7,12.2,-2.0,-1.4,,4.0,3.1,46.1,47.8,-13.6,-13.7,69.3,0.9
9259-PACGQ,California,Los Angeles,34,DSL,Yes,Month-to-month,62.65,2274.9,Yes,1,3918,Competitor had better devices,-0.002,64.4,-10.8,67.5,3.1,1.1,45.6,9.6,1.1,-0.5,66.1,1.5,2.7,45.3,49.2,3.6,0.9,75.2,5.4
4415-IJZTP,California,Los Angeles,1,Fiber optic,No,Month-to-month,74.5,74.5,Yes,1,2016,Competitor had better devices,-1.494,54.4,-14.9,67.2,2.0,1.3,38.6,-1.3,-0.2,7.6,63.5,3.7,2.4,26.3,10.4,-0.8,-15.3,74.6,1.2
1465-VINDH,California,Los Angeles,10,Fiber optic,No,Month-to-month,102.1,1068.85,Yes,1,3596,Competitor offered higher download speeds,-1.055,,-24.7,60.1,3.2,1.4,50.9,2.6,1.4,-6.5,48.6,4.8,2.0,71.3,33.8,-10.7,-22.5,57.2,6.2
2810-FTLEM,California,Los Angeles,16,DSL,No,Month-to-month,50.15,762.25,Yes,1,4254,Competitor offered higher download speeds,-0.873,82.0,2.2,79.4,3.6,1.4,60.4,1.0,2.5,-3.2,55.8,3.7,2.8,58.1,45.2,-1.4,23.5,82.3,6.6
1925-TIBLE,California,Los Angeles,7,Fiber optic,No,Month-to-month,86.5,582.5,Yes,1,3887,Competitor offered higher download speeds,-1.338,50.5,-0.9,67.3,1.2,1.7,65.5,9.0,1.6,11.3,39.3,2.4,0.9,43.8,47.3,-18.8,-20.3,55.5,1.3
0818-OCPZO,California,Los Angeles,27,Fiber optic,No,Month-to-month,81.45,2122.05,Yes,1,2571,Competitor offered more data,-1.187,57.1,-4.4,56.5,4.4,-0.2,65.8,-4.7,1.9,19.0,22.3,4.0,1.1,44.6,44.8,-6.8,6.7,75.0,3.4
1447-GIQMR,California,Los Angeles,1,Fiber optic,No,Month-to-month,69.15,69.15,Yes,1,4179,Competitor offered more data,-0.529,68.1,-11.8,68.0,3.1,0.4,60.3,3.4,3.1,10.4,,2.2,3.6,39.9,29.1,-14.3,6.5,70.4,2.7
0872-NXJYS,California,West Hollywood,9,Fiber optic,No,Month-to-month,79.55,723.4,Yes,1,3246,Competitor offered more data,-1.473,64.6,-6.5,70.9,3.0,-0.2,49.7,0.9,0.5,5.4,83.4,3.4,4.1,30.3,32.2,-4.1,-1.8,92.2,2.7
9412-ARGBX,California,Downey,48,Fiber optic,Yes,Two year,95.5,4627.85,Yes,1,2459,Competitor made better offer,1.231,67.1,3.0,76.2,1.7,0.6,63.1,3.3,-1.6,29.5,64.0,4.1,-1.5,12.5,32.3,-1.9,1.0,66.5,0.0
1389-CXMLU,California,Downey,3,Fiber optic,No,Month-to-month,91.05,289.1,Yes,1,2194,Competitor made better offer,-1.237,82.6,0.3,74.8,4.2,2.2,46.5,10.7,-1.6,4.6,32.4,2.0,1.4,26.9,48.4,-8.4,-20.3,72.5,0.0
5561-NWEVX,California,Hermosa Beach,2,Fiber optic,No,Month-to-month,79.2,172.85,Yes,1,4225,Price too high,2.241,83.9,6.4,90.5,4.6,0.7,63.1,3.3,3.9,13.1,,2.3,1.4,8.7,14.7,4.7,9.4,72.9,2.4
2737-WFVYW,California,Marina Del Rey,2,DSL,No,Month-to-month,45.25,85.5,Yes,1,4566,Product dissatisfaction,-0.808,68.7,0.6,96.5,3.8,0.4,46.7,-0.1,1.7,5.5,52.4,3.1,2.3,58.9,76.8,-19.2,7.3,79.2,5.1
2272-QAGFO,California,Inglewood,14,Fiber optic,No,Month-to-month,74.3,1096.25,Yes,1,5342,Service dissatisfaction,-0.231,86.6,-3.3,86.3,3.7,1.1,63.4,12.0,2.8,21.2,70.7,4.3,1.3,30.0,58.0,-2.8,3.9,86.2,3.2
9850-OWRHQ,California,Torrance,3,Fiber optic,No,Month-to-month,74.1,228.0,Yes,1,5657,Lack of self-service on Website,-1.59,52.7,2.1,53.0,3.6,1.3,72.6,3.1,5.5,11.1,65.6,2.9,0.6,55.7,56.0,1.8,-7.1,75.2,3.7
3768-NLUBH,California,Torrance,57,Fiber optic,No,Month-to-month,100.6,5746.15,Yes,1,5247,Network reliability,1.611,74.3,7.2,78.6,4.3,0.4,68.6,7.9,3.1,18.9,67.4,1.6,-0.1,24.1,37.9,3.8,21.1,99.7,2.9
8676-TRMJS,California,Torrance,3,Fiber optic,No,Month-to-month,75.0,209.1,Yes,1,3190,Limited range of services,0.668,55.3,-8.2,75.8,-0.5,-0.5,51.3,4.6,2.1,15.2,76.1,1.1,-0.1,30.1,40.5,8.5,8.8,68.9,2.2
7359-SSBJK,California,Whittier,64,DSL,Yes,Two year,70.2,4481.0,Yes,1,6080,Lack of affordable download/upload speed,0.838,69.2,10.3,84.9,-1.0,1.4,80.9,7.3,2.9,10.1,70.0,3.5,2.7,27.9,22.6,-2.5,-0.1,86.4,5.0
0685-MLYYM,California,Buena Park,2,Fiber optic,No,Month-to-month,70.75,154.85,Yes,1,4407,Long distance charges,-1.646,39.9,2.2,59.8,3.6,0.2,15.5,1.6,-1.0,5.0,23.2,1.0,1.3,35.8,27.6,-5.3,-0.8,74.9,0.7
8182-PNAGI,California,Pico Rivera,12,DSL,Yes,Month-to-month,50.25,593.75,Yes,1,3624,Extra data charges,-0.032,75.5,1.4,70.3,3.4,0.4,75.9,3.0,3.0,4.4,56.6,3.4,1.6,55.9,51.9,0.8,-2.5,73.7,4.7
7957-RYHQD,California,Bellflower,40,Fiber optic,No,Month-to-month,79.2,3233.85,Yes,1,3207,Price too high,-1.157,65.5,-3.0,58.7,-1.1,1.7,28.1,-1.5,0.9,5.6,44.5,1.7,2.5,41.9,43.4,-0.6,-20.7,57.5,1.3
2180-DXNEG,California,Harbor City,12,Fiber optic,No,Month-to-month,96.0,1062.1,Yes,1,5239,Product dissatisfaction,1.054,69.1,12.8,73.9,1.6,0.1,77.5,7.8,5.1,15.8,47.8,1.2,0.7,46.6,42.0,9.0,25.8,79.0,1.9
5515-AKOAJ,California,Hawaiian Gardens,54,Fiber optic,Yes,Month-to-month,100.1,5440.9,Yes,1,5763,Service dissatisfaction,0.835,70.0,-10.8,73.4,1.5,0.5,57.8,4.9,-0.3,11.9,57.0,2.1,0.9,33.6,42.3,-10.4,7.6,69.3,6.0
8976-OQHGT,California,Lomita,4,DSL,Yes,Month-to-month,56.5,235.1,Yes,1,5758,Lack of self-service on Website,-0.198,74.8,6.4,71.8,3.6,0.8,63.1,3.8,1.7,16.4,74.7,5.3,-0.2,52.8,8.9,-8.7,-28.7,71.7,2.5
6230-BSUXY,California,Paramount,1,Fiber optic,No,Month-to-month,85.0,85.0,Yes,1,2650,Network reliability,-2.672,38.6,-12.6,53.2,4.7,1.4,73.5,4.4,-0.7,6.5,48.3,2.2,2.3,48.8,67.2,-6.5,-3.0,71.8,3.4
5294-CDGWY,California,Long Beach,51,DSL,No,One year,59.3,3014.65,Yes,1,5633,Don't know,-0.723,65.2,3.9,82.7,-0.2,0.9,40.8,2.8,-0.3,10.8,30.9,0.0,1.3,35.1,71.4,-1.2,8.8,78.5,4.8
5295-PCJOO,California,Long Beach,4,DSL,No,Month-to-month,49.4,184.4,Yes,1,4455,Don't know,0.272,76.6,-0.1,81.6,0.4,0.7,45.3,6.0,3.0,5.8,49.2,5.8,0.5,15.9,28.9,-1.2,8.0,86.1,0.0
9863-JZAIC,California,Long Beach,35,DSL,No,Month-to-month,55.0,2010.55,Yes,1,2220,Don't know,0.989,50.7,-7.7,65.2,0.4,0.4,67.8,14.3,1.9,5.1,71.8,1.9,2.7,39.0,32.5,22.3,15.8,69.7,3.2
7660-HDPJV,California,Long Beach,1,Fiber optic,No,Month-to-month,69.2,69.2,Yes,1,2637,Poor expertise of online support,0.644,78.4,-3.4,78.6,3.1,-0.2,88.4,8.6,4.3,4.9,69.3,-0.9,3.6,50.2,47.8,1.0,6.7,68.1,2.4
7931-PXHFC,California,Duarte,38,DSL,Yes,One year,62.3,2354.8,Yes,1,3818,Poor expertise of phone support,-1.303,39.6,1.8,54.9,3.7,-0.2,52.9,1.8,0.3,15.7,51.7,3.7,3.4,53.1,18.5,-3.6,-13.6,75.0,0.0
3990-QYKBE,California,La Canada Flintridge,37,Fiber optic,No,Month-to-month,92.5,3473.4,Yes,1,4127,Competitor had better devices,0.151,66.1,-2.8,89.8,1.2,1.3,61.2,1.9,1.3,-0.5,78.2,2.3,3.3,29.0,-3.6,-12.1,3.4,59.4,0.8
4919-MOAVT,California,Pasadena,3,Fiber optic,No,Month-to-month,69.65,220.1,Yes,1,2421,Competitor offered higher download speeds,0.571,55.8,-4.5,94.2,2.1,1.3,66.2,6.4,5.4,14.0,74.8,1.7,0.3,41.7,26.9,7.6,15.4,61.7,3.0
3090-HAWSU,California,Pasadena,61,Fiber optic,Yes,Two year,111.6,6876.05,Yes,1,4495,Competitor offered more data,-1.013,78.4,-9.0,71.1,1.2,1.2,36.0,7.5,-0.9,10.1,49.6,4.9,1.6,27.0,14.3,-4.3,7.3,78.3,0.0
9820-RMCQV,California,San Marino,11,DSL,No,Month-to-month,48.55,501.0,Yes,1,4444,Competitor made better offer,-0.328,51.0,1.8,65.9,5.8,1.0,59.9,3.1,0.4,5.7,52.3,0.1,0.4,24.3,61.2,-2.4,-13.9,65.2,2.8
7839-QRKXN,California,Glendale,1,No,No internet service,Month-to-month,20.2,20.2,Yes,1,4197,Competitor had better devices,-0.138,46.2,10.1,68.6,3.3,-0.0,52.1,5.6,-3.2,10.7,61.1,3.7,1.6,27.3,50.9,12.9,12.3,81.5,0.0
5204-QZXPU,California,Glendale,19,DSL,No,Month-to-month,39.65,733.35,Yes,1,2933,Competitor had better devices,-0.543,65.4,-18.3,69.0,3.9,-1.0,76.6,2.7,0.8,11.1,28.4,3.0,0.5,29.4,62.1,-4.9,-7.6,70.8,0.0
4597-ELFTS,California,Glendale,56,No,No internet service,One year,24.9,1334.0,Yes,1,5327,Competitor offered higher download speeds,-1.499,53.6,13.7,68.7,5.4,0.8,61.4,2.0,2.1,-0.5,60.3,4.7,0.8,49.2,45.7,2.3,-9.1,67.8,0.2
8450-JOVAH,California,Agoura Hills,2,DSL,No,Month-to-month,56.7,113.55,Yes,1,5560,Competitor offered higher download speeds,-0.691,44.9,-2.3,86.7,4.3,-0.6,33.2,-0.2,2.1,4.0,40.7,6.1,-1.8,48.2,60.1,4.8,-3.9,85.7,4.3
1113-IUJYX,California,Winnetka,14,Fiber optic,Yes,One year,105.95,1348.9,Yes,1,5887,Competitor offered higher download speeds,-0.296,71.4,1.5,84.1,2.5,0.9,52.7,6.4,1.9,9.6,82.7,6.0,2.1,31.4,38.4,-4.3,17.6,64.1,6.2
9274-CNFMO,California,Pacoima,4,Fiber optic,No,Month-to-month,74.95,308.7,Yes,1,3716,Competitor offered more data,-0.51,40.0,-6.2,83.4,2.3,1.7,64.2,5.5,0.2,9.3,34.5,7.4,3.2,56.5,45.7,-14.9,-18.1,72.0,3.8
